Category,Question
what,what took first prize in omni magazine 's contest to find the `` ultimate unanswerable question '' ?
what,what six words follow the line : `` from a jack to a king.. . '' ?
unknown,how do i find a city if i have the area code ?
what,what author of the days of our lives cookbook signed on in 198 as liz chandler in tv 's days of our lives ?
what,what foods contain the most protein ?
what,what president was assassinated by charles j. guiteau ?
what,what comic of tv 's golden age went by the motto `` anything for a laugh '' ?
unknown,how many feet long is a baseball pitcher 's rubber ?
what,what was the nationality of jackson pollock ?
who,who invented the game bowling ?
what,what are the snakes of new england ?
unknown,how many times larger than life size is the statue of liberty ?
what,what is the name of the country which hitler ruled ?
what,what group kidnaped patricia hearst ?
unknown,how long does a human live ?
unknown,where can i get u.s. economic statistics ?
unknown,how many superbowls have the ers won ?
what,what do you do when your mouse is n't working as fast as it 's supposed to ?
what,what is a gandy dancer ?
who,who is the creator of `` the muppets '' ?
unknown,which of the following celebrities started his show-biz career as a disc jockey ?
what,what triple crown-winning horse took the 1973 belmont stakes by 31 lengths ?
what,what 's a perfect score in a gymnastics exercise ?
what,what is the dot on an the letter i called ?
what,what 's the capital of iowa ?
who,who asked you to do the loco-motion with her in 1962 ?
what,what 's the rathaus in frankfurt ?
what,"what president served for five years , six months and 2 days ?"
what,what do you call the feeling of having experienced something before ?
what,what incident caused the canning of a summit conference between eisenhower and khrushchev ?
what,what is the abbreviated form of the national bureau of investigation ?
what,"what is a fear of odors , body , ?"
what,what is the formula to calculate pi ?
what,what is the difference between a bachelor and a 1 bedroom apartment ?
what,what is drew barrymore 's middle name ?
unknown,how do you write a book report ?
what,"what are cobol , fortran , and pascal ?"
what,what is supergirl 's secret identity ?
what,"what is the us federal government website for standard industrial classification codes , sic , ?"
what,what court does bob woodward describe in the brethren ?
who,who made the first surfboard ?
what,what is the name of the police officer who tried to keep order in top cat 's neighborhood ?
what,on what date did rosa parks become a symbol of the civil rights movement for refusing to give up her seat on the bus ?
what,what are the highest-paying odds on a roulette table ?
what,in what year did the us marine corps adopt the motto `` semper fidelis '' ?
unknown,how many films did ingmar bergman make ?
what,what does a deltiologist collect ?
what,what is garry kasparov famous for ?
what,what does the `` c '' stand for in the equation e=mc2 ?
who,who is the greek god of the sea ?
what,what well-known music personality is the father of an adopted son named hans christian henderson ?
unknown,how do you measure the heat of the sun ?
unknown,why do some people have two different color eyes ?
unknown,which leg does a cat move with its left front leg when walking - its left rear or right rear leg ?
when,when was the first barbie produced ?
what,what 's the hardest substance in the human body ?
who,who was the first woman governor of wyoming ?
unknown,how many more weeks of winter are there if a ground hog sees his shadow ?
what,what green bay packers coach philosophized : `` there 's nothing that stokes the fire like hate '' ?
unknown,how do birds find their way back to the same place every year ?
unknown,where is the henry ford museum ?
unknown,name a film that has won the golden bear in the berlin film festival ?
what,what 's the international lawn tennis challenge trophy usually called ?
what,what year did nylon stockings first go on sale ?
what,what is a research expedition in mountain climbing ?
unknown,on which flight did fawaz younis commit air piracy and hostage taking ?
what,what are the 10 largest cities in the us ?
what,what is a wart ?
what,what is spaceball played on ?
unknown,how does rabies spread ?
what,what famous comedian recently tried without success to revive the play ?
what,what is drew barrymore 's email address ?
unknown,how can you tell if someone is lying ?
what,what is the difference between a preface and a foreword ?
what,what are fingernails made of ?
what,what nationality were the 123 people who died in the black hole of calcutta ?
what,what does storm wave mean in japanese ?
unknown,why do they sterilize the needle for lethal injection ?
what,what tv family sometimes buys eclairs from nelson 's bakery ?
unknown,how can you get rust stains out of clothing ?
unknown,how does a small businessman contact the good humor ice cream company to do business with them ?
what,what enigmatic u.s. vice president was once tried and acquitted for treason in a plot to set up his own independent empire in the west ?
who,who was charles lindbergh 's wife ?
who,who sings angel eyes from the 80 's ?
when,when did the jurassic period end ?
what,what is the one thing you need before you can purchase life insurance ?
what,what caused the titanic to sink ?
what,what is the chemiosmotic theory ?
what,what information can you tell me about actor james cromwell ?
unknown,how does an ion drive work ?
unknown,how can i trace my family roots ?
what,what was the date of iraq 's invasion of kuwait ?
what,what is another word for diet ?
what,what is a courier ?
what,what sinatra hit did he dooby dooby do in ?
unknown,how do you get a girl to have sex with you ?
what,what award is the `` oscar '' of advertising ?
what,what is the name of the planet that the ewoks live on ?
what,what ice creams contain seaweed ?
what,what dumb-but-loveable character did maurice gosfield play on the phil silvers show ?
what,what is a `` usb '' port on a computer ?
what,what term means a sexual attraction between a male and a female ?
what,what was called the world 's largest department store ?
what,what sea surrounds the cayman islands ?
unknown,how many different vegetation zones are there ?
what,what does lol mean ?
when,what ocean was amelia earhart flying over when she disappeared ?
what,what book does holden caulfield appear in ?
what,what happens when lightning strikes a body of water ?
what,what was the nickname of german flying ace manfred von richthofen ?
what,what does e=mc2 mean ?
what,what country other than germany invaded poland in september 1939 ?
unknown,how do i contact answers.com ?
what,what are the names of the different toes ?
what,what are different products of petroleum ?
what,what causes asthma ?
when,when was the bill of rights ratified ?
what,"what do the number 1 , 2 , and 4 mean on dr. pepper bottles ?"
what,what is the largest u.s. state east of the mississippi ?
unknown,how can i find out how much it costs to raise a baby for six months ?
what,"what 's the population of biloxi , mississippi ?"
what,what vowel do all esperanto nouns end in ?
what,what is a heuristic ?
what,what california desert is dubbed high desert ?
who,"in the miller lite tv commercial , who is the creature ?"
who,who wrote ` hamlet ' ?
unknown,how did the jack-o '-lantern get it 's name ?
unknown,why can 't ostriches fly ?
unknown,where do the blackhawks maintain their operations ?
unknown,why are the rooftops in canada green ?
what,what african country was founded by freed american slaves in 1847 ?
what,what year did the first issue of `` playboy '' come out ?
what,the orange bowl is located in what city ?
what,what is a fear of motion ?
what,what pseudonym did william sydney porter use in writing the gift of the magi ?
what,what is a fear of glass ?
what,"in waugh 's `` a handful of dust , '' what does the mad old man force the hero to do every afternoon ?"
what,what is the last name of lucy and linus from the peanut 's comic strip ?
what,what cheery fellow got the zip code 9971 from the u.s. postal service in 1963 ?
unknown,how many layers does a bottle of yoo-hoo settle into ?
unknown,name pittsburgh 's baseball team .
what,what 's the nearest star to earth ?
unknown,where is inoco based ?
what,what does el nino mean in spanish ?
what,what does choo choo charlie say ?
unknown,how do i register a trade name in north carolina ?
what,what was the number of assassinations and attempts to assassinate in the u.s. since 1865 ?
unknown,how many stations do you shoot from in the basketball game `` around the world '' ?
what,what is a jake brake ?
what,what sign is the best love match for a horoscope sign ?
who,who was the russian ambassador to hungary during the 1956 uprising ?
who,who holds the nfl record for most touchdowns in a season ?
what,what cards are bullets ?
what,what is the average age a horse lives ?
what,"what planet would you visit to see bebrenia , arcadia , and amazonis ?"
unknown,which language has the most words ?
unknown,where is natick ?
what,what j.r.r. tolkien book features gimli as a central character ?
what,what brand of white rum is still made in cuba ?
who,who is shirley maclaine ?
what,what business exports the sparkling wine spumante ?
what,what is a fear of water ?
what,what does the number 33 on the rolling rock beer bottle mean ?
what,what is the origin of the city `` corpus christi '' ?
who,who wrote ` the pines of rome ' ?
unknown,where is the valley of the kings ?
what,what was the first u.s.-based team in the nhl ?
unknown,where did the sport of caber-tossing originate ?
who,"who played for the chicago bears , houston oilers and oakland raiders in a 26-year pro football career ?"
unknown,where are the union stockyards ?
unknown,where does the weird shape of the dinner fish knife originate from ?
unknown,how many children does ray davies of the kinks have ?
unknown,how many years did shea & gould practice law in los angeles ?
what,what did walter huston remove to perform in the movie the treasure of the sierra madre ?
unknown,how much salt is in the oceans ?
who,who leads the star ship enterprise in star trek ?
what,what animals acted as lapwarmers for american colonists in church ?
who,who won world war ii ?
unknown,where does `` bovine '' come from ?
unknown,where does the u.s. get most of its energy ?
what,"what country , after canada and mexico , is closest to the u.s. ?"
what,what is the weakest bone in the body ?
what,what is dew point ?
who,who was garrett morgan married to ?
what,what was the name of darth vader 's son ?
unknown,how many stars are there in big dipper ?
unknown,how do you become a dentist ?
who,who is ishmael in moby dick ?
unknown,how many wings does a flea have ?
what,what country has been called the queen of the antilles ?
unknown,where can i find a website that gives comparisons of good prices ?
what,what is the population of mozambique ?
what,what is multimedia ?
what,what state has the most indians ?
what,what is the difference between terry cloth and french terry ?
unknown,how long is camptown racetrack ?
unknown,name the two blob members of the animated herculoids .
unknown,where did luther display his `` ninety-five theses '' ?
what,what are `` inkhorn terms '' ?
what,what is the difference between pop music and rock and roll ?
what,what river is pocahontas buried along ?
what,what does hazmat stand for ?
what,what is `` bloodhound '' ?
unknown,"how many miles is it from london , england to plymouth , england ?"
what,what was paul bunyan 's ox 's name ?
what,what trophy is awarded to the winners of the super bowl ?
unknown,where is dartmouth college ?
what,what well-known tv talk show host was a lay preacher by the time he was seventeen ?
what,what are the environmental influences on plant genetics ?
what,what one of the backstreet boys are single ?
unknown,how many people was randy craft convicted of murdering ?
what,"what river flows through vienna , budapest and belgrade ?"
what,what civil war general wreaked havoc on the south by marching through georgia on his way to the sea ?
who,who was the conservationist who served as spokesperson for post grape nuts ?
what,what is carpal tunnel syndrome ?
what,what does ioc stand for ?
unknown,which area produces the least acidic coffee ?
unknown,why is it called `` hamburger '' if there is no ham in it ?
what,what is the trademark of a washington redskin 's fan ?
unknown,why does cotton get caught in belly buttons ?
what,what suburban housewife and mother of three wrote the feminine mystique ?
unknown,how does a glacier form ?
unknown,on which date is the ukrainians ' christmas ?
what,what is the largest city in the world ?
what,what famed tennis tournament 's men 's singles title was fred perry the last englishman to win ?
who,who was whitcomb judson ?
what,what is the average weight for a man ?
what,what are britain 's two longest rivers ?
what,"what country covers 8 , 600 , 387 square miles ?"
what,what fuel do airplanes use ?
unknown,name a canine cartoon character other than huckleberry hound to have a voice by daws butler .
what,what does palindromic mean ?
what,what baseball expression came from the nautical term for ships sailing between the atlantic and pacific before the panama canal ?
unknown,in which state are the mark twain national forests ?
what,what is the oldest ethnological museum in the world ?
unknown,how does belle describe her life in beauty and the beast ?
what,what color flies closest to the staff on belgium 's flag ?
what,"what is the smallest thing seen under the most powerful microscope , and how big is it ?"
unknown,which ear can most people hear better with ?
unknown,where have the most dinosaur remains been found ?
what,what letter appears on the cold-water tap in spain ?
unknown,how do you say `` grandma '' in irish ?
who,who shoplifts ?
what,what is a camel hair brush actually made out of ?
what,what is the socratic method ?
what,what island has a park called the battery at is southern tip ?
what,what is hypertext ?
unknown,how much is clara peller being paid by wendy 's to say `` where 's the beef '' ?
what,what do i need to learn to design web pages ?
what,what was the date of cnn 's first broadcast ?
what,shea and gould closed their los angeles office for what reason ?
what,what peter blatty novel recounts the horrors of regan macneil 's possession by the devil ?
unknown,"what is the all-time stock high of apple computer , and where can i find this information ?"
unknown,why are lions called `` king of the jungle '' ?
what,what non-alcoholic syrup is made from pomegranate juice ?
what,what meter was invented by c.c. magee in 1935 ?
when,when was calypso music invented ?
what,what caribbean island is northeast of trinidad ?
what,"what michelangelo sculpture is in saint peter 's cathedral , basilica , ?"
what,what 's the difference and advantages of selecting a super vhs vcr over plain vhs model ?
unknown,how old is bernadette peters ?
unknown,where can i find book reviews of `` turbulent souls '' ?
what,what is dick clark 's birthday ?
what,what is the name for clouds that produce rain ?
when,when did hitler come to power in germany ?
when,when did gothic art and architecture flourish ?
unknown,which two inventors invented post-its ?
what,what day of the week was july 13 ?
unknown,whose image is alleged to be on the shroud of turin ?
what,what does salk vaccine prevent ?
what,what u.s. general was court-martialled for criticizing american air power ?
what,what is a fear of insanity ?
unknown,how do you convert foot-pounds to foot-inches ?
who,who said : `` the victor will never be asked if he told the truth '' ?
unknown,approximately how many students are enrolled at the university of massachusetts ?
what,what do west indian steel bands use as instruments ?
unknown,why did david koresh ask the fbi for a word processor ?
what,what is the fastest growing state in the u.s.a. in 1998 ?
unknown,how many american soldiers have died for their country to date ?
what,what was the name of the u.s. 's first manned space program ?
who,who is langston hughes ?
what,what were the achievements of richard nixon ?
unknown,where does the opera singer ileana cotrubas come from ?
unknown,how do you do a bibliography with an unknown author ?
affirmation,saddam hussein was compared to whom by president bush ?
what,what year was the naacp founded ?
what,in what year did thatcher gain power ?
who,"who wrote the book , `` the grinch who stole christmas '' ?"
unknown,where can i learn about samuel gompers ?
what,what jockey won 17 triple crown races ?
what,what u.s. state 's biggest lake is lake sam rayburn ?
what,what is greek pita ?
what,what do peacocks mate with ?
who,who seized power from milton obote in 1971 ?
what,what state is niagara falls located in ?
unknown,how hot does the inside of an active volcano get ?
what,what tools do you use to crewel ?
what,what is narcolepsy ?
what,what is the name of the american literary era that includes 1896 ?
what,what 's the term for an organism that lives on or in another ?
unknown,where is the orange bowl ?
what,what scandinavian capital is built on nine bridge-connected islands ?
what,what well-known actor is the father of star alan alda ?
unknown,where is the smithsonian institute located ?
what,what does the name ` alexandra ' mean ?
what,what is the size of argentina ?
what,what would you add to the clay mixture to produce bone china ?
what,what is leukemia ?
what,"what stephen sondheim ballad ends : `` well , maybe next year.. . '' ?"
unknown,how does the tail affect the flight of a kite ?
what,what date is richard nixon 's birthday ?
what,what film canine is buried in pere-lachaise cemetery in paris ?
what,what little boy and dog live in a shoe ?
what,what percent of world 's fresh water is found in canada ?
what,cnn 's first broadcast occurred on what date ?
unknown,why are the u.s. presidential elections held in november ?
unknown,how many grooves are on a dime ?
what,what was marilyn monroe 's real name ?
what,what number of american soldiers remain unaccounted from the vietnam war ?
what,what is the acronym for the national bureau of investigation ?
unknown,how does marijuana lead to other drugs ?
what,what father and son won the medal of honor ?
unknown,how many consecutive baseball games did lou gehrig play ?
unknown,which high schools are included in the south florida ice hockey league ?
unknown,how many different types of skunks are there ?
who,who is the prophet of medina ?
what,what is the name of a salt lake city newspaper ?
what,what year did spielberg make `` jaws '' ?
what,what 's the meaning of the zoological term ruminant ?
what,what is the name of the woman who was with john belushi when he died ?
what,what is hyperopia ?
what,what color poker chip is usually assigned the lowest value ?
what,what do most tourists visit in reims ?
unknown,which produces the longer sperm - an elephant or a mouse ?
what,in what book can i find the story of aladdin ?
what,what united states city produces the most oil ?
unknown,how do you pronounce `` tzimisce '' ?
what,what 's the name of the tokyo stock exchange ?
what,what 's the percentage of children aged two through eleven who watch ` 'the simpsons ' ?
what,"what tv show premiered on january 15 , 1981 ?"
what,what was the only country in the western hemisphere to join the russian-led boycott of the 1984 summer olympics ?
what,in what part of africa is mozambique located ?
what,what is the abbreviated term used for the national bureau of investigation ?
what,what is e-commerce ?
unknown,"whose funeral train traveled from washington d.c. to springfield , illinois ?"
unknown,how did names come about ?
what,"what 's the better-known identity of john merrick , the noble ogre of victorian england ?"
what,what is her husband 's name ?
what,"what cigarette company urged us , `` come to where the flavor is ? ''"
unknown,which of the following did not receive a 1983 `` outstanding mother award '' from the national mother 's day committee ?
what,what dynasty star made her 2th century-fox debut in the virgin queen ?
unknown,where is poe 's birthplace ?
what,what actress holds the record for the most appearances on the cover of life ?
what,what was the first tv set to include a remote control ?
unknown,"name the company that used the line , `` even your best friend won 't tell you '' in its ad ?"
what,what first-aid product `` helps the hurt stop hurting '' ?
unknown,how does ultraviolet light damage the dna of skin cells ?
what,what was the verdict in the trial of lizzie borden ?
what,what u.s. president had brothers-in-law in the confederate army ?
who,who is the queen of holland ?
what,"what does the greek word polis mean , as in minneapolis ?"
unknown,where can i find detailed information about manchukuo ?
what,what actor learned to play the saxophone and speak russian for a role in a movie ?
who,"who says , `` if you don 't look good , we don 't look good '' ?"
who,who was secretary of state during the nixon administration ?
unknown,how much money does each player get at the beginning of the game in monopoly ?
unknown,where 's the gum department store ?
what,what is the literal meaning of `` d-day '' ?
what,what state was named the green mountain state ?
what,what carries sperm up into the pelvic region ?
what,what year was the atm first introduced ?
what,what are all the southern states of the united states ?
who,who is johnny carson ?
what,what does 7847+5943 equal ?
what,what book is subtitled the preservation of favoured races in the struggle for life ?
unknown,why do the chickenpoxs last so long ?
what,what attorneys work for the center for the defense of free enterprise ?
unknown,how did the u.s. come into the possession of an empire in the wake of the spanish-american war ?
what,what is dick clark 's date of birth ?
what,what does the name `` sheri '' mean ?
what,what is the only primate to lack pigment in the palms of its hands ?
unknown,how many equal sides are there on a scalene triangle ?
unknown,where did bill gates go to college ?
what,what constellation is known as the water bearer ?
what,what tale has the moral : `` he who wants everything gets nothing '' ?
what,what u.s. university boasts the largest library ?
unknown,in which year was the cartoon character chilly willy created ?
what,what do japanese school uniforms look like ?
unknown,name a salt lake city newspaper .
unknown,where can i find the history of the taiwanese language ?
what,what state is mount mckinley in ?
unknown,how did people respond to the idea of the first millenium ?
unknown,which classical spanish writer said `` all that glitters is not gold '' ?
what,what is swap math ?
what,what is hypnotherapy ?
what,what is rcd ?
unknown,how large is missouri 's population ?
unknown,which cats pursued tweety pie in his first cartoon appearance ?
what,what is the biblical meaning of ` stones ' ?
unknown,which organization is the security council a part of ?
when,when was the internal combustion engine developed ?
unknown,how can i find out my biorhythm ?
who,who painted `` soft self-portrait with grilled bacon '' ?
what,what company markets a shampoo `` for brunettes only '' ?
what,what is a fear of touching ?
what,what is the name of the largest water conservancy project in china ?
who,who killed caesar ?
unknown,where is kings canyon ?
what,what are the words to the song sung by `` banana in pajamas '' ?
unknown,why are organ transplants more successful today ?
unknown,which is the most-used computer program ?
what,what is the root of all evil ?
what,what animal has the best hearing ?
when,what time does wee willie winkie run through the town ?
what,what chapter of gone with the wind has rhett butler leaving scarlett o 'hara ?
what,what amount of money did the philippine ex-dictator marcos steal from the treasury ?
what,what film featured shirley maclaine as a prostitute and jack lemmon as a pimp ?
what,what is a fear of drinking ?
what,what asian country once thrilled to the sport of cricket fighting ?
unknown,how many varieties of apple are there ?
who,who is count cinzano ?
who,who 's won the most oscars for costume design ?
what,what ernest hemingway novel had the working title fiesta ?
what,what color of monopoly properties are landed on most often ?
unknown,which beatles disc cover honors the rolling stones ?
unknown,why does it snow ?
what,what is the average life expectancy of a male in ireland in 1996 ?
what,what is `` vocal sampling '' ?
unknown,how do windmills work ?
what,what ocean liner burned and sank in hong kong harbor ?
what,what city is near the mouth of the amazon ?
what,"what u.s. vice-president once declared : `` if you 've seen one slum , you 've seen them all '' ?"
who,who wrote the red badge of courage ?
what,what money was used by them ?
what,"what color , s , appear on boxes of kodak film ?"
unknown,where did the inuits live ?
what,what is the origin of the word trigonometry ?
what,what is compaq 's mission statement ?
what,what was the name of the 1899 policy forced on china by which all nations had equal trading rights ?
what,what british monarch 's lap did p.t. barnum 's tom thumb sit in ?
unknown,how did rocky marciano die ?
who,who invented the road traffic cone ?
what,what is the name of joan jett 's band ?
unknown,which of the following people is not associated with andy warhol ?
what,what does visine get out ?
what,what civilization invented the arch ?
what,"what are some fun things to do in cozumel , mexico for teenagers ?"
what,what is an example of a famous rock band from the sixties ?
what,"what former royal palace has served as a granary , prison , arsenal , leper colony , mint , telegraph station and whorehouse before becoming an art museum ?"
unknown,"where was `` i have fallen , and i can 't get up '' said first ?"
what,what president 's ghost is said to haunt the white house ?
what,what are the names of jack 's original roommates on three 's company ?
what,what is the definition of hazmat ?
what,how many url extensions are there ? and what are they ?
unknown,where did the wright brothers make their first flight ?
who,who won the battle of gettysburg ?
what,what do you get by mixing gin and vermouth ?
affirmation,name the two youngsters saved by the animated moby dick .
who,"who was the captain of the tanker , exxon valdez , involved in the oil spill in prince william sound , alaska , 1989 ?"
what,what is the snowiest city in the u.s. ?
what,what is crabgrass ?
what,"what book opens : `` at a certain village in la mancha , which i shall not name.. . '' ?"
who,who is stephen hawking ?
what,what does shield stand for ?
unknown,"how do you say , `` i love you '' in other languages ?"
what,what is the gay science ?
unknown,why is jane goodall famous ?
what,what is the chemical reactivity of helium ?
what,the name of the actor who played the detective in the film kindergarden cop is what ?
what,what is main reason for that electric vehicles can 't be popular nowadays ?
what,what is the difference between optical and digital video ?
what,"what clause in the u.s. constitution may not be changed , altered or amended ?"
what,what 's new in the postal world in 1999 ?
who,what actor came to dinner in guess who 's coming to dinner ?
what,what is the difference between the anus and the rectum ?
what,what is a guild ?
what,what is the difference between college and graduate school ?
unknown,how do i change a file from an art file to a jpeg or bitmap file ?
what,what is franz kafka 's short story `` a country doctor '' trying to tell us ?
what,what engineer invented the pull-tab can ?
what,what south american capital is the world 's highest ?
what,what are the lyrics to the star spangled banner ?
unknown,name a civil war battlefield .
when,when do you plant winter wheat ?
what,what will a compass do in outer space ?
unknown,how many counties are in indiana ?
unknown,which college did dikembe mutombo attend ?
who,who was the first actress to appear on a postage stamp ?
who,who was the first black woman to star in the folies bergeres ?
what,what aesop 's fable has the moral : `` the race is not always to the swift. slow and steady is bound to win '' ?
what,what famed strip of land is a 15-minute boat trip across the venetian lagoon from venice ?
unknown,how is water treated to make it safe to drink ?
what,what is a hydrogen bond ?
what,what is the exchange rate between england and the u.s. ?
what,what does a woman want ?
what,what is the protection rate of using condoms ?
what,what 's the abbreviation for limited partnership ?
unknown,which continent has the most roses ?
what,what russian novel embracing more the 5 characters is set in the napoleonic wars ?
unknown,how do you write a correct critical analysis of a poem ?
unknown,how do i check if my modem is v.9 compatible ?
what,what is your favorite color ?
what,"what is the longest chemical name , consisting of 35 letters ?"
unknown,how many corners does a spritsail have ?
what,what bottled-up tv character was born in baghdad ?
what,what is a multiplexer ?
what,what credit card features a centurion on its face ?
what,what are the four largest mountain ranges on the asian continent ?
what,what are the poconos ?
what,"what does caliente mean , in english ?"
what,what is jane goodall famous for ?
what,what is the mission of nike ?
what,what is thalassemia ?
unknown,how far can you see ?
what,"what nuclear-powered russian submarine sank in the norwegian sea on april 7 , 1989 ?"
when,why can 't you taste anything when you have a cold ?
unknown,where in the bible does it tell about jesus christ 's brothers and sisters ?
what,what country boasts the southernmost point in continental europe ?
when,when did nostradamus believe world war iii would begin ?
what,what is so powerful about power bars ?
what,what do the japanese call japan ?
what,what country was brian boru an 11th-century king of ?
what,what happens when a body part falls asleep ?
what,what english word has the most letters ?
what,what film ends with the line : `` this is mrs. norman maine '' ?
who,who asked the musical question : `` have you ever been to electric lady land ? ''
who,who wrote : `` poems are made by fools like me but only god can make a tree '' ?
what,what is june 's birthstone ?
unknown,where did the 6th annual meeting of indonesia-malaysia forest experts take place ?
unknown,why do we ask for the `` check '' and not the bill at a restaurant ?
who,"who played the part of the godfather in the movie , ` the godfather ' ?"
when,when was london 's docklands light railway constructed ?
who,who invented the wonderbra ?
what,what is the origin of the proverb `` a stitch in time saves nine '' ?
what,what state capital comes last alphabetically ?
unknown,why is thanksgiving on a thursday ?
unknown,how do telephones work ?
what,what 's the main vegetable in vichyssoise ?
unknown,how long did the charles manson murder trial last ?
unknown,how long does it take for your blood to make one complete trip through the body ?
who,who owns the st. louis rams ?
unknown,where is former pro wrestler johnny `` rubber man '' walker ?
what,"what beer tells us , `` grab all the gusto you can get . '' ?"
what,what is the geographical center of the us including alaska and hawaii ?
unknown,which side of the face do most artists tend to show more of in self-portraits ?
what,what is diabetes ?
what,what phenomenon would you expect to read about in the monthly publication the bigfoot news ?
when,when do mormons believe christ was born ?
what,in what year was actress joan collins born ?
what,what is a fear of punishment ?
what,what is average salary of restaurant manager in united states ?
what,what comic strip sometimes features a mailman named beasley ?
what,what device provided a new way to listen to music in 1963 ?
what,"what will a kid eat the middle of , and save the chocolate on the outside for last ?"
unknown,"on average , how long time does it take to type a screenplay ?"
what,what does the abbreviation ioc stand for ?
what,what 's a short ton ?
unknown,how long do cardinal eggs incubate ?
what,what two body parts grow all your life ?
what,what texas surgeon performed the first artificial heart transplant ?
what,what country has the port of haifa ?
what,what is the main ingredient of yogurt ?
what,what is the recipe for eggs benedict ?
what,"what is the address for the main government office in rome , italy ?"
what,what 's the largest u.s. agricultural crop by weight ?
what,what is the electronic device used to produce visual displays corresponding to electric signals ?
what,what is goldenseal ?
who,who made the most appearances in the center square on hollywood squares ?
what,what is the lost colony ?
what,what is the chemical composition of a barbie ?
unknown,how many of every 10 members of the rodeo cowboys association have never worked a ranch ?
what,what store claims to be the world 's largest department store ?
what,what is the lens behind the iris in the eye called ?
what,what is tetrinet ?
what,what `` marvelous '' major-league baseball player is now a spokesman for a beer company ?
what,what is the longest english word that can be formed using just the first row of letters on a typewriter ?
what,what is chiricahua the name of ?
what,what 's the green variety of beryl called ?
what,what was the name of captain bligh 's ship ?
unknown,which is heavier - cream or milk ?
who,who said `` the only thing we have to fear is fear itself '' ?
unknown,where is romania located ?
unknown,how many films are made by the major studios in a year ?
unknown,how many small businesses are there in the u.s .
what,what age is benny carter ?
unknown,how do you clean an lcd monitor screen ?
what,what city did the mormons establish as their headquarters in 1847 ?
what,what is amezaiku ?
what,what two countries are linked by the brenner pass ?
what,what new games are available for nintendo 64 ?
what,mississippi has what name for a state nickname ?
what,what is the predominant color of the tab label ?
what,what u.s. city was named for st. francis of assisi ?
unknown,"how many megawatts will the power project in indonesia , built by a consortium headed by mission energy of us , produce ?"
what,what is the definition of `` chancery '' file in real estate ?
who,who is the sexiest women in the world ?
what,what day is known as the `` national day of prayer '' ?
unknown,where can i get a photograph of professor randolph quirk ?
who,who was the supreme god of germanic religion ?
unknown,how do you handle a hungry man ?
who,who 's played the most games for the new york yankees ?
what,"what tv character said ; `` one of these days , alice , pow , right in the kisser '' ?"
who,what is the name of the indian who became prime minister by beating mrs. gandhi in the 1977 election ?
what,what are the conjugations of wake and woke ?
what,what chilean president was killed in a 1973 coup d 'etat ?
what,what was einstein 's iq ?
unknown,name the first russian astronaut to do a spacewalk .
unknown,why do eyes sometimes look red in photographs ?
what,what are john c. calhoun and henry clay known as ?
what,what are the first names of the famous husband-and-wife acting team of lunt and fontanne ?
what,what are some good exercises for kids to do ?
unknown,how many real fruit juices are there in a can of hawaiian punch ?
what,what is the abbreviation of the national bureau of investigation ?
what,what is the principal river of ireland ?
what,what lake is the source of the white nile ?
what,garry kasparov plays what game ?
unknown,how much does a poodle weigh ?
what,what is zionism ?
what,what cable network bills itself as `` the family entertainer '' ?
unknown,how many points are there on a backgammon board ?
what,what have you not let a tennis ball do if you volley ?
unknown,which comic book was not spawned directly from the pulp magazines ?
what,"what product is for kids , and not for silly rabbits ?"
what,what else has the swastika stood for ?
when,"why do people get goosebumps when they have something emotional happen to them , like when they hear a beautiful piece of music , or see something beautiful , or get aroused by someone they love ?"
unknown,how many frames does a disk camera shoot ?
what,what are the 7 wonders of the world ?
when,when did theo rousseau paint the `` forest of fontaine '' ?
unknown,how many people have been captain america ?
what,what is meant by the term `` yield to maturity '' in reference to bonds ?
what,"what became the biggest cash crop in the u.s. in 1983 , surpassing corn ?"
unknown,how did the war of 1812 affect delaware ?
unknown,where is the human skin least sensitive ?
what,"what president was meant for , but never placed in , the empty crypt beneath the capital 's rotunda ?"
what,what is the biggest `` thing '' humans have made ?
what,what are all the rivers in europe ?
who,who won the superbowl in ?
what,what five cards make up a perfect cribbage hand ?
what,in what year was gandhi assassinated ?
what,what is the time it takes a typist to type a screenplay that is 100 pages long ?
what,what is the full classification of a lady bug ?
what,what hungarian cardinal was first a state prisoner and then a refugee in the u.s. embassy 1956-1971 ?
unknown,how many pairs of wings does a tsetse fly have ?
what,what was the name of the peace agreement imposed on germany after world war i ?
what,what 's the fifth-largest country in the world ?
unknown,how do you box train a cat ?
unknown,how was teddy roosevelt related to fdr ?
what,what newspaper serves salt lake city ?
what,the film `` jaws '' was made in what year ?
unknown,how does lightning travel ?
what,what spice do chefs pay the most for ?
who,who directed citizen kane ?
what,what is troilism ?
what,what was the sister ship of the olympic ?
what,what is the nickname of the famous flyer who mistakenly flew to ireland instead of to los angeles ?
what,what is html ?
unknown,how do you identify prime numbers ?
unknown,"whose special bear 's creator was born on january 18 , 1779 ?"
what,what high school does archie attend ?
what,what animal migrates the farthest ?
what,what film was based on the play everybody comes to rick 's ?
unknown,why do we call someone `` honey '' ?
unknown,madonna hocks which soft drink ?
what,what television network flogged its sports programming on inga nielsen 's body in 197 ?
what,in what country is lund ?
what,what 's the sequel to alice 's adventures in wonderland ?
what,what is the capital of seattle ?
what,what italian leader had a lifelong fear of the evil eye ?
what,what city in florida is sea world in ?
